INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
31123	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	9905	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31124	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	11292	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31125	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	12679	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31126	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	14065	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31127	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	15452	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31128	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	16839	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31129	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	18226	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31130	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	19613	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31131	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	20999	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31132	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	22386	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31133	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	23773	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31134	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	25160	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31135	³¬¼‰Í´“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	0	0	Ä§·¨¹¥»÷+	26547	96	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31136	³¬¼‰ÃÍ“ô¼ÓÃüÖÐ1	13	STD_IMPACT_013	1	676	-1	823	10	1	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	ÃüÖÐ+	132	0	ÉÁ±Ü+	0	0	»áÐÄ¹¥»÷+	0	0	»áÐÄ·ÀÓù+		0			0			0			0			0			0			0			0			0			0			0			0			0	
31137	³¬¼‰ÃÍ“ô¼ÓÃüÖÐ2	13	STD_IMPACT_013	1	676	-1	823	20	1	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	ÃüÖÐ+	242	0	ÉÁ±Ü+	0	0	»áÐÄ¹¥»÷+	0	0	»áÐÄ·ÀÓù+		0			0			0			0			0			0			0			0			0			0			0			0			0	
31138	³¬¼‰ÃÍ“ô¼ÓÃüÖÐ3	13	STD_IMPACT_013	1	676	-1	823	30	1	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	ÃüÖÐ+	494	0	ÉÁ±Ü+	0	0	»áÐÄ¹¥»÷+	0	0	»áÐÄ·ÀÓù+		0			0			0			0			0			0			0			0			0			0			0			0			0	
31139	³¬¼‰ÃÍ“ô¼ÓÃüÖÐ4	13	STD_IMPACT_013	1	676	-1	823	40	1	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	ÃüÖÐ+	852	0	ÉÁ±Ü+	0	0	»áÐÄ¹¥»÷+	0	0	»áÐÄ·ÀÓù+		0			0			0			0			0			0			0			0			0			0			0			0			0	
31140	³¬¼‰ÃÍ“ô¼ÓÃüÖÐ5	13	STD_IMPACT_013	1	676	-1	823	50	1	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	ÃüÖÐ+	1306	0	ÉÁ±Ü+	0	0	»áÐÄ¹¥»÷+	0	0	»áÐÄ·ÀÓù+		0			0			0			0			0			0			0			0			0			0			0			0			0	
31141	³¬¼‰ÃÍ“ô¼ÓÃüÖÐ6	13	STD_IMPACT_013	1	676	-1	823	60	1	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	ÃüÖÐ+	1848	0	ÉÁ±Ü+	0	0	»áÐÄ¹¥»÷+	0	0	»áÐÄ·ÀÓù+		0			0			0			0			0			0			0			0			0			0			0			0			0	
31142	³¬¼‰ÃÍ“ô¼ÓÃüÖÐ7	13	STD_IMPACT_013	1	676	-1	823	70	1	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	ÃüÖÐ+	2472	0	ÉÁ±Ü+	0	0	»áÐÄ¹¥»÷+	0	0	»áÐÄ·ÀÓù+		0			0			0			0			0			0			0			0			0			0			0			0			0	
31143	³¬¼‰ÃÍ“ô¼ÓÃüÖÐ8	13	STD_IMPACT_013	1	676	-1	823	80	1	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	ÃüÖÐ+	3172	0	ÉÁ±Ü+	0	0	»áÐÄ¹¥»÷+	0	0	»áÐÄ·ÀÓù+		0			0			0			0			0			0			0			0			0			0			0			0			0	
31144	³¬¼‰ÃÍ“ô¼ÓÃüÖÐ9	13	STD_IMPACT_013	1	676	-1	823	90	1	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	ÃüÖÐ+	3948	0	ÉÁ±Ü+	0	0	»áÐÄ¹¥»÷+	0	0	»áÐÄ·ÀÓù+		0			0			0			0			0			0			0			0			0			0			0			0			0	
31145	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	2011	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31146	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	3397	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31147	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	4784	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31148	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	6171	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31149	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	7558	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31150	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	8945	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31151	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	10331	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31152	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	11718	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31153	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	13105	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31154	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	14492	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31155	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	15879	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31156	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	17265	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31157	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	18652	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31158	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	20039	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31159	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	21426	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31160	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	22813	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31161	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	2120	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31162	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	3506	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31163	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	4893	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31164	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	6280	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31165	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	7667	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31166	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	9054	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31167	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	10440	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31168	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	11827	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31169	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	13214	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31170	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	14601	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31171	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	15988	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31172	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	17374	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31173	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	18761	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31174	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	20148	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31175	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	21535	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
31176	³¬¼‰ÃÍ“ô£¨¼ÓŠƒÈ¹¥¼¼ÄÜ£©	3	StdImpact003	0	196	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	22922	96	Ä§·¨¹¥»÷+	0	0	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	
