INT	INT	INT	STRING	INT	INT	INT		
10305403	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10305404	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tuy®t di®u		1	0		
10305405	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10305406	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tuy®t di®u		1	0		
10305407	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10305408	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305409	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10305410	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305411	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305412	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10305413	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305414	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305415	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10305416	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305417	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10305418	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305419	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305420	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10305421	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305422	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305423	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10305424	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305425	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305426	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305427	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10305428	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305429	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305430	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10305431	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305432	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305433	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10305434	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305435	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10305436	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305437	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305438	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10305439	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305440	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10305441	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10305442	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10305443	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10306000	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10306001	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10306002	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10306003	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306004	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306005	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306006	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306007	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tinh di®u		1	0		
10306008	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tinh di®u		1	0		
10306009	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tuy®t di®u		1	0		
10306010	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306011	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10306012	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10306013	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10306014	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306015	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306016	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306017	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306018	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tinh di®u		1	0		
10306019	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tinh di®u		1	0		
10306020	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tuy®t di®u		1	0		
10306021	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10306100	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10306101	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10306102	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10306200	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10306201	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10306202	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10306300	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10306301	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10306302	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10306400	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10306401	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10306402	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10306500	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10306501	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ðä nµ		1	0		
10306502	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10306600	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10306601	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10306602	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10306700	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10306701	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10306702	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10306800	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10306801	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10306802	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10307000	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10307001	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10307002	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10307003	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10307004	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10307005	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10307006	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10307007	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tinh di®u		1	0		
10307008	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tinh di®u		1	0		
10307009	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tuy®t di®u		1	0		
10307010	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10307011	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10307012	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10307013	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Hung Hång		1	0		
10307014	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10307015	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10307016	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10307017	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10307018	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tinh di®u		1	0		
10307019	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tinh di®u		1	0		
10307020	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Tuy®t di®u		1	0		
10307021	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát Súc lñc		1	0		
10308000	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308001	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308002	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308003	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308004	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308005	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308006	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308007	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308008	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308009	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308010	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308011	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308012	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308013	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308014	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308015	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308016	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308017	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308018	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308019	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308020	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308021	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308022	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308023	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308024	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308025	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308026	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308027	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308028	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10308029	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308030	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308031	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10308032	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308033	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308034	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10308035	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308036	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308037	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308038	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308039	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308040	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308041	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308042	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308043	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308044	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308045	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308046	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308047	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308048	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308049	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308050	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308051	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308052	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308053	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán		1	0		
10308054	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308055	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ðä nµ		1	0		
10308056	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308057	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308058	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ðä nµ		1	0		
10308059	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308060	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308061	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ðä nµ		1	0		
10308062	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308063	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308064	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10308065	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308066	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308067	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10308068	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308069	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308070	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10308071	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308072	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308073	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10308074	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308075	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308076	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10308077	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308078	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308079	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng		1	0		
10308080	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308081	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308082	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308083	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308084	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308085	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308086	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308087	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c		1	0		
10308088	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
10308089	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc		1	0		
10308090	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng		1	0		
